system:index,NDVI_mean,cloud_cover_land,col,date,image_id,lat,lon,lst,max_lat,max_lon,min_lat,min_lon,row,scene_id,tile_id,.geo
13_3,0.38379045426465186,1.2,3.0,2022-09-23,tile_r1_c3_2022-09-23,12.954998658460813,80.18750000000513,45.1766474351667,12.99,80.2,12.92,80.175,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
13_4,0.3012576288429945,1.24,3.0,2022-06-03,tile_r1_c3_2022-06-03,12.954998658460813,80.18750000000513,52.35674888351007,12.99,80.2,12.92,80.175,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
13_5,0.38116423367128194,4.36,3.0,2022-08-22,tile_r1_c3_2022-08-22,12.954998658460813,80.18750000000513,44.34998394091907,12.99,80.2,12.92,80.175,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
13_6,0.36676908065290637,16.48,3.0,2022-02-03,tile_r1_c3_2022-02-03,12.954998658460813,80.18750000000513,31.389281777561674,12.99,80.2,12.92,80.175,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
13_7,0.38403605918397077,18.06,3.0,2022-12-28,tile_r1_c3_2022-12-28,12.954998658460813,80.18750000000513,33.269360394634795,12.99,80.2,12.92,80.175,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
13_8,0.3271261285514763,19.23,3.0,2022-05-02,tile_r1_c3_2022-05-02,12.954998658460813,80.18750000000513,33.7722397327936,12.99,80.2,12.92,80.175,1.0,LC09_L2SP_142051_20220502_20230418_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
13_9,0.37819712210268613,19.39,3.0,2022-01-10,tile_r1_c3_2022-01-10,12.954998658460813,80.18750000000513,32.247314727016416,12.99,80.2,12.92,80.175,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c3,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.175,12.92],[80.2,12.92],[80.2,12.99],[80.175,12.99],[80.175,12.92]]]}"
14_0,0.3315634944435577,0.06,4.0,2022-03-31,tile_r1_c4_2022-03-31,12.954998658458743,80.21249999999227,42.237862786077876,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_1,0.41740205230088284,0.23,4.0,2022-10-25,tile_r1_c4_2022-10-25,12.954998658458743,80.21249999999227,37.481048764716235,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_2,0.3404997913278527,0.69,4.0,2022-05-26,tile_r1_c4_2022-05-26,12.954998658458743,80.21249999999227,44.199910102479585,12.99,80.225,12.92,80.19999999999999,1.0,LC08_L2SP_142051_20220526_20220602_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_3,0.399626453702988,1.2,4.0,2022-09-23,tile_r1_c4_2022-09-23,12.954998658458743,80.21249999999227,44.31411773170654,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_4,0.3207213820083823,1.24,4.0,2022-06-03,tile_r1_c4_2022-06-03,12.954998658458743,80.21249999999227,53.16818930984041,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_5,0.39997738932739707,4.36,4.0,2022-08-22,tile_r1_c4_2022-08-22,12.954998658458743,80.21249999999227,43.208977728850904,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_6,0.3767480710840467,16.48,4.0,2022-02-03,tile_r1_c4_2022-02-03,12.954998658458743,80.21249999999227,31.520586286037183,12.99,80.225,12.92,80.19999999999999,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_7,0.40257889870684455,18.06,4.0,2022-12-28,tile_r1_c4_2022-12-28,12.954998658458743,80.21249999999227,33.61908529947501,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_8,0.3734871891669162,19.23,4.0,2022-05-02,tile_r1_c4_2022-05-02,12.954998658458743,80.21249999999227,34.2664340172206,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20220502_20230418_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
14_9,0.3409388490603644,19.39,4.0,2022-01-10,tile_r1_c4_2022-01-10,12.954998658458743,80.21249999999227,33.643363440085615,12.99,80.225,12.92,80.19999999999999,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c4,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.19999999999999,12.92],[80.225,12.92],[80.225,12.99],[80.19999999999999,12.99],[80.19999999999999,12.92]]]}"
15_0,0.3200765988109971,0.06,5.0,2022-03-31,tile_r1_c5_2022-03-31,12.954998658461388,80.23750000000987,41.89725699324944,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_1,0.40452211576557295,0.23,5.0,2022-10-25,tile_r1_c5_2022-10-25,12.954998658461388,80.23750000000987,38.05047674700031,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_2,0.336003743053242,0.69,5.0,2022-05-26,tile_r1_c5_2022-05-26,12.954998658461388,80.23750000000987,44.199602291440755,12.99,80.25,12.92,80.225,1.0,LC08_L2SP_142051_20220526_20220602_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_3,0.38580545394100274,1.2,5.0,2022-09-23,tile_r1_c5_2022-09-23,12.954998658461388,80.23750000000987,45.37153346956909,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_4,0.3161437752628748,1.24,5.0,2022-06-03,tile_r1_c5_2022-06-03,12.954998658461388,80.23750000000987,53.18857834336311,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_5,0.39632497613401235,4.36,5.0,2022-08-22,tile_r1_c5_2022-08-22,12.954998658461388,80.23750000000987,43.3274004673334,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_6,0.37415395035207816,16.48,5.0,2022-02-03,tile_r1_c5_2022-02-03,12.954998658461388,80.23750000000987,33.08973002293896,12.99,80.25,12.92,80.225,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_7,0.39900879340667167,18.06,5.0,2022-12-28,tile_r1_c5_2022-12-28,12.954998658461388,80.23750000000987,34.06798380735963,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_8,0.32206211741563284,19.23,5.0,2022-05-02,tile_r1_c5_2022-05-02,12.954998658461388,80.23750000000987,34.61907961036205,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20220502_20230418_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
15_9,0.4198179257427577,19.39,5.0,2022-01-10,tile_r1_c5_2022-01-10,12.954998658461388,80.23750000000987,34.819829614143366,12.99,80.25,12.92,80.225,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c5,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.225,12.92],[80.25,12.92],[80.25,12.99],[80.225,12.99],[80.225,12.92]]]}"
16_0,0.1308112462238804,0.06,6.0,2022-03-31,tile_r1_c6_2022-03-31,12.954998658462845,80.26250000001178,35.754089497854714,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_1,0.0683542015922203,0.23,6.0,2022-10-25,tile_r1_c6_2022-10-25,12.954998658462845,80.26250000001178,34.90689919301032,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_2,0.1265466032948289,0.69,6.0,2022-05-26,tile_r1_c6_2022-05-26,12.954998658462845,80.26250000001178,38.23881296442663,12.99,80.275,12.92,80.25,1.0,LC08_L2SP_142051_20220526_20220602_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_3,0.23458219892774443,1.2,6.0,2022-09-23,tile_r1_c6_2022-09-23,12.954998658462845,80.26250000001178,40.076539927877086,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_4,0.14731209858760802,1.24,6.0,2022-06-03,tile_r1_c6_2022-06-03,12.954998658462845,80.26250000001178,45.1350081039767,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_5,0.16430981535314995,4.36,6.0,2022-08-22,tile_r1_c6_2022-08-22,12.954998658462845,80.26250000001178,39.88880160542282,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_6,0.09765792845639541,16.48,6.0,2022-02-03,tile_r1_c6_2022-02-03,12.954998658462845,80.26250000001178,30.824200806675503,12.99,80.275,12.92,80.25,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_7,-0.15036138423612097,18.06,6.0,2022-12-28,tile_r1_c6_2022-12-28,12.954998658462845,80.26250000001178,32.013873914159376,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_8,0.27672995212815,19.23,6.0,2022-05-02,tile_r1_c6_2022-05-02,12.954998658462845,80.26250000001178,33.930619581126855,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20220502_20230418_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
16_9,0.10697758183677313,19.39,6.0,2022-01-10,tile_r1_c6_2022-01-10,12.954998658462845,80.26250000001178,32.76225059421061,12.99,80.275,12.92,80.25,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c6,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.25,12.92],[80.275,12.92],[80.275,12.99],[80.25,12.99],[80.25,12.92]]]}"
17_0,0.018575530819386715,0.06,7.0,2022-03-31,tile_r1_c7_2022-03-31,12.954998658461559,80.28750000000035,28.61552001801474,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_1,-0.06281509611823033,0.23,7.0,2022-10-25,tile_r1_c7_2022-10-25,12.954998658461559,80.28750000000035,29.785452135440696,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_2,0.07107440378891197,0.69,7.0,2022-05-26,tile_r1_c7_2022-05-26,12.954998658461559,80.28750000000035,29.710081097997424,12.99,80.3,12.92,80.27499999999999,1.0,LC08_L2SP_142051_20220526_20220602_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_3,0.21500267523873673,1.2,7.0,2022-09-23,tile_r1_c7_2022-09-23,12.954998658461559,80.28750000000035,31.349714873895735,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_4,-0.027662926518850193,1.24,7.0,2022-06-03,tile_r1_c7_2022-06-03,12.954998658461559,80.28750000000035,34.34713935475774,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_5,-0.09459433213331243,4.36,7.0,2022-08-22,tile_r1_c7_2022-08-22,12.954998658461559,80.28750000000035,33.685047219218106,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_6,0.19336263996234299,16.48,7.0,2022-02-03,tile_r1_c7_2022-02-03,12.954998658461559,80.28750000000035,26.719664627787626,12.99,80.3,12.92,80.27499999999999,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_7,-0.15009375771346378,18.06,7.0,2022-12-28,tile_r1_c7_2022-12-28,12.954998658461559,80.28750000000035,28.050496096542187,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
17_9,0.022142876193469597,19.39,7.0,2022-01-10,tile_r1_c7_2022-01-10,12.954998658461559,80.28750000000035,28.205778717222785,12.99,80.3,12.92,80.27499999999999,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c7,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.27499999999999,12.92],[80.3,12.92],[80.3,12.99],[80.27499999999999,12.99],[80.27499999999999,12.92]]]}"
18_0,0.02738767613862295,0.06,8.0,2022-03-31,tile_r1_c8_2022-03-31,12.95499865846051,80.31249999998894,28.47075434629001,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_1,0.1943584182266795,0.23,8.0,2022-10-25,tile_r1_c8_2022-10-25,12.95499865846051,80.31249999998894,29.823690171332565,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_2,0.15806227398573508,0.69,8.0,2022-05-26,tile_r1_c8_2022-05-26,12.95499865846051,80.31249999998894,29.199464451350824,12.99,80.325,12.92,80.3,1.0,LC08_L2SP_142051_20220526_20220602_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_3,0.1458430109036737,1.2,8.0,2022-09-23,tile_r1_c8_2022-09-23,12.95499865846051,80.31249999998894,30.89474053434024,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_4,-0.023934968542667738,1.24,8.0,2022-06-03,tile_r1_c8_2022-06-03,12.95499865846051,80.31249999998894,34.34587149092042,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_5,-0.3825075919092707,4.36,8.0,2022-08-22,tile_r1_c8_2022-08-22,12.95499865846051,80.31249999998894,33.80275144839578,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_6,0.08915998397655255,16.48,8.0,2022-02-03,tile_r1_c8_2022-02-03,12.95499865846051,80.31249999998894,26.510553159240914,12.99,80.325,12.92,80.3,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_7,-0.23428577517920238,18.06,8.0,2022-12-28,tile_r1_c8_2022-12-28,12.95499865846051,80.31249999998894,28.392088886148763,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
18_9,0.4724830029204952,19.39,8.0,2022-01-10,tile_r1_c8_2022-01-10,12.95499865846051,80.31249999998894,27.933547183404478,12.99,80.325,12.92,80.3,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c8,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.3,12.92],[80.325,12.92],[80.325,12.99],[80.3,12.99],[80.3,12.92]]]}"
19_0,-0.02403672349615772,0.06,9.0,2022-03-31,tile_r1_c9_2022-03-31,12.954998658460076,80.33749999999526,28.509329656156293,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_1,0.2688632741639402,0.23,9.0,2022-10-25,tile_r1_c9_2022-10-25,12.954998658460076,80.33749999999526,29.86454101180506,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_2,0.23566544719742968,0.69,9.0,2022-05-26,tile_r1_c9_2022-05-26,12.954998658460076,80.33749999999526,28.828399453746567,12.99,80.35,12.92,80.32499999999999,1.0,LC08_L2SP_142051_20220526_20220602_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_3,0.24679179264478276,1.2,9.0,2022-09-23,tile_r1_c9_2022-09-23,12.954998658460076,80.33749999999526,31.310126809521197,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20220923_20230328_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_4,-0.003655891413633952,1.24,9.0,2022-06-03,tile_r1_c9_2022-06-03,12.954998658460076,80.33749999999526,34.43387821880749,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20220603_20230414_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_5,-0.21936935878447555,4.36,9.0,2022-08-22,tile_r1_c9_2022-08-22,12.954998658460076,80.33749999999526,33.735609166742556,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20220822_20230401_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_6,0.18519639463987078,16.48,9.0,2022-02-03,tile_r1_c9_2022-02-03,12.954998658460076,80.33749999999526,26.29038242916056,12.99,80.35,12.92,80.32499999999999,1.0,LC08_L2SP_142051_20220203_20220212_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_7,0.015649233236368094,18.06,9.0,2022-12-28,tile_r1_c9_2022-12-28,12.954998658460076,80.33749999999526,28.16799229025456,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20221228_20230316_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
19_9,0.7190206857451878,19.39,9.0,2022-01-10,tile_r1_c9_2022-01-10,12.954998658460076,80.33749999999526,27.919623801702055,12.99,80.35,12.92,80.32499999999999,1.0,LC09_L2SP_142051_20220110_20230502_02_T1,tile_r1_c9,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.32499999999999,12.92],[80.35,12.92],[80.35,12.99],[80.32499999999999,12.99],[80.32499999999999,12.92]]]}"
20_0,0.36563988765230415,0.06,0.0,2022-03-31,tile_r2_c0_2022-03-31,13.02499865078544,80.11250000001088,41.79304752352799,13.06,80.125,12.99,80.1,2.0,LC09_L2SP_142051_20220331_20230423_02_T1,tile_r2_c0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.1,12.99],[80.125,12.99],[80.125,13.06],[80.1,13.06],[80.1,12.99]]]}"
20_1,0.48671880803160733,0.23,0.0,2022-10-25,tile_r2_c0_2022-10-25,13.02499865078544,80.11250000001088,37.548742542574665,13.06,80.125,12.99,80.1,2.0,LC09_L2SP_142051_20221025_20230324_02_T1,tile_r2_c0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[80.1,12.99],[80.125,12.99],[80.125,13.06],[80.1,13.06],[80.1,12.99]]]}"
