feature,count,min,max,mean,std
temperature_2m,3.0,0.0,1.0,0.5227817745803355,0.5015546109439007
relativehumidity_2m,3.0,0.0,1.0000000000000009,0.49679487179487225,0.5000308175907104
windspeed_10m,3.0,0.0,1.0,0.5146198830409358,0.5006408122999881
lst,3.0,31.737613359572595,35.93375999105417,34.25186661313015,2.2184519062055506
