lat,lon,NDVI_mean,cloud_cover_land,temperature_2m,relativehumidity_2m,windspeed_10m,scene_id_LC08_L2SP_142051_20220203_20220212_02_T1,scene_id_LC08_L2SP_142051_20220526_20220602_02_T1,scene_id_LC09_L2SP_142051_20220110_20230502_02_T1,scene_id_LC09_L2SP_142051_20220331_20230423_02_T1,scene_id_LC09_L2SP_142051_20220502_20230418_02_T1,scene_id_LC09_L2SP_142051_20220603_20230414_02_T1,scene_id_LC09_L2SP_142051_20220822_20230401_02_T1,scene_id_LC09_L2SP_142051_20220923_20230328_02_T1,scene_id_LC09_L2SP_142051_20221025_20230324_02_T1,scene_id_LC09_L2SP_142051_20221228_20230316_02_T1,image_id,label_class,lst
4.142464149481384e-12,0.11111111105424243,0.6407494561711772,0.03259182617692705,0.7913346613545817,0.26756756756756817,0.23234984193888308,False,True,False,False,False,False,False,False,False,False,tile_r0_c1_2022-05-26,2,43.31997278636517
4.142464149481384e-12,0.11111111105424243,0.6750553520578746,0.058975685463010866,0.6827689243027892,0.15810810810810816,0.17334035827186522,False,False,False,False,False,False,False,True,False,False,tile_r0_c1_2022-09-23,2,43.30359899370773
4.142464149481384e-12,0.11111111105424243,0.6293067475070898,0.06104500775995861,0.9999999999999996,0.02837837837837842,0.20600632244467865,False,False,False,False,False,True,False,False,False,False,tile_r0_c1_2022-06-03,2,52.94990928920749
4.142464149481384e-12,0.11111111105424243,0.6670166579243404,0.2224521469218831,0.5756972111553789,0.4770270270270274,0.22532490340709527,False,False,False,False,False,False,True,False,False,False,tile_r0_c1_2022-08-22,2,43.86075442204192
4.142464149481384e-12,0.11111111105424243,0.6652854467856903,0.8494568028970512,0.04083665338645437,0.5689189189189188,0.10677906568317536,True,False,False,False,False,False,False,False,False,False,tile_r0_c1_2022-02-03,1,30.567485958463656
4.142464149481384e-12,0.11111111105424243,0.6803044212886838,0.9311950336264873,0.11055776892430247,0.9189189189189189,0.03126097646645598,False,False,False,False,False,False,False,False,False,True,tile_r0_c1_2022-12-28,1,32.275600408198
4.142464149481384e-12,0.11111111105424243,0.6279721182283455,0.991722710812209,0.869521912350598,0.5351351351351354,0.1645591851071304,False,False,False,False,True,False,False,False,False,False,tile_r0_c1_2022-05-02,1,33.38625179267562
4.142464149481384e-12,0.11111111105424243,0.6801476848144055,1.0,0.14392430278884438,0.6459459459459458,0.039866526167896044,False,False,True,False,False,False,False,False,False,False,tile_r0_c1_2022-01-10,1,31.638792105933685
0.0,0.2222222221569723,0.6282169227141238,0.0,0.6628486055776897,0.567567567567568,0.47137337548296476,False,False,False,True,False,False,False,False,False,False,tile_r0_c2_2022-03-31,2,41.52355764032469
0.0,0.2222222221569723,0.6740921500466944,0.008794619762027936,0.24501992031872488,0.28648648648648667,0.057780119423955056,False,False,False,False,False,False,False,False,True,False,tile_r0_c2_2022-10-25,2,36.84157179313267
0.0,0.2222222221569723,0.6371194135311317,0.03259182617692705,0.77390438247012,0.3378378378378377,0.2557077625570776,False,True,False,False,False,False,False,False,False,False,tile_r0_c2_2022-05-26,2,43.24041526468
0.0,0.2222222221569723,0.6703534998291616,0.058975685463010866,0.6394422310756975,0.30000000000000027,0.1492799438004918,False,False,False,False,False,False,False,True,False,False,tile_r0_c2_2022-09-23,2,42.77557024268691
0.0,0.2222222221569723,0.6259591267184872,0.06104500775995861,0.8784860557768925,0.21216216216216255,0.2996136283807517,False,False,False,False,False,True,False,False,False,False,tile_r0_c2_2022-06-03,2,52.95677455299091
0.0,0.2222222221569723,0.658799452011387,0.2224521469218831,0.5448207171314743,0.5527027027027027,0.22936424306287317,False,False,False,False,False,False,True,False,False,False,tile_r0_c2_2022-08-22,2,43.54267058253283
0.0,0.2222222221569723,0.6728484387689614,0.8494568028970512,0.09213147410358591,0.4445945945945948,0.1726378644186864,True,False,False,False,False,False,False,False,False,False,tile_r0_c2_2022-02-03,1,30.07673347878148
0.0,0.2222222221569723,0.6618815491485412,0.9311950336264873,0.11852589641434275,0.9270270270270271,0.028977871443624903,False,False,False,False,False,False,False,False,False,True,tile_r0_c2_2022-12-28,1,32.0903463298278
0.0,0.2222222221569723,0.6277193102065383,0.991722710812209,0.8002988047808768,0.6567567567567569,0.2771338250790306,False,False,False,False,True,False,False,False,False,False,tile_r0_c2_2022-05-02,1,33.899922505485186
0.0,0.2222222221569723,0.6661367115936454,1.0,0.18077689243027883,0.6040540540540542,0.08043554618897092,False,False,True,False,False,False,False,False,False,False,tile_r0_c2_2022-01-10,1,31.098249661717777
3.950617610826157e-12,0.3333333333001747,0.6250161797998419,0.0,0.6628486055776897,0.567567567567568,0.47137337548296476,False,False,False,True,False,False,False,False,False,False,tile_r0_c3_2022-03-31,2,41.39134737136784
3.950617610826157e-12,0.3333333333001747,0.6704873278931229,0.008794619762027936,0.24501992031872488,0.28648648648648667,0.057780119423955056,False,False,False,False,False,False,False,False,True,False,tile_r0_c3_2022-10-25,2,37.099531870437424
3.950617610826157e-12,0.3333333333001747,0.6300335029039642,0.03259182617692705,0.77390438247012,0.3378378378378377,0.2557077625570776,False,True,False,False,False,False,False,False,False,False,tile_r0_c3_2022-05-26,2,43.362938672360194
3.950617610826157e-12,0.3333333333001747,0.6644728266443961,0.058975685463010866,0.6394422310756975,0.30000000000000027,0.1492799438004918,False,False,False,False,False,False,False,True,False,False,tile_r0_c3_2022-09-23,2,42.89890020853808
3.950617610826157e-12,0.3333333333001747,0.6194114208747341,0.06104500775995861,0.8784860557768925,0.21216216216216255,0.2996136283807517,False,False,False,False,False,True,False,False,False,False,tile_r0_c3_2022-06-03,2,52.97046424879218
3.950617610826157e-12,0.3333333333001747,0.6588010024876354,0.2224521469218831,0.5448207171314743,0.5527027027027027,0.22936424306287317,False,False,False,False,False,False,True,False,False,False,tile_r0_c3_2022-08-22,2,43.455583521975896
3.950617610826157e-12,0.3333333333001747,0.6613611056048875,0.8494568028970512,0.09213147410358591,0.4445945945945948,0.1726378644186864,True,False,False,False,False,False,False,False,False,False,tile_r0_c3_2022-02-03,1,30.56267313717046
3.950617610826157e-12,0.3333333333001747,0.6483499650416416,0.9311950336264873,0.11852589641434275,0.9270270270270271,0.028977871443624903,False,False,False,False,False,False,False,False,False,True,tile_r0_c3_2022-12-28,1,32.64874432625541
3.950617610826157e-12,0.3333333333001747,0.6184913720641709,0.991722710812209,0.8002988047808768,0.6567567567567569,0.2771338250790306,False,False,False,False,True,False,False,False,False,False,tile_r0_c3_2022-05-02,1,33.384578635509286
3.950617610826157e-12,0.3333333333001747,0.6695978518996404,1.0,0.18077689243027883,0.6040540540540542,0.08043554618897092,False,False,True,False,False,False,False,False,False,False,tile_r0_c3_2022-01-10,1,32.734409793075415
3.716138508025324e-12,0.4444444443650468,0.627067270960725,0.0,0.6628486055776897,0.567567567567568,0.47137337548296476,False,False,False,True,False,False,False,False,False,False,tile_r0_c4_2022-03-31,2,41.82260560281309
3.716138508025324e-12,0.4444444443650468,0.6716496429782505,0.008794619762027936,0.24501992031872488,0.28648648648648667,0.057780119423955056,False,False,False,False,False,False,False,False,True,False,tile_r0_c4_2022-10-25,2,36.56490869442418
3.716138508025324e-12,0.4444444443650468,0.6252736847449939,0.03259182617692705,0.77390438247012,0.3378378378378377,0.2557077625570776,False,True,False,False,False,False,False,False,False,False,tile_r0_c4_2022-05-26,2,44.28915878469352
3.716138508025324e-12,0.4444444443650468,0.6640936593567157,0.058975685463010866,0.6394422310756975,0.30000000000000027,0.1492799438004918,False,False,False,False,False,False,False,True,False,False,tile_r0_c4_2022-09-23,2,42.674122939059984
